ID,SAMPLE,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ExternalReference,Q2,Q3,Q4,Q4_1_TEXT,Q5,Q6,Q8,Q9,Q10_1,Q12_1,Q12_2,Q12_3,Q13_1,Q13_2,Q13_3
zewfscrk674s7i5f8d2pugqh,PJ,2019-08-17 13:42:15,2019-08-17 13:43:01,0,100,46,1,2019-08-17 13:43:02,NA,Male,46,0,NA,0,1,NA,2,5,5,6,4,3,3,3
u7kb8fg48y839146cyjekha6,PJ,2019-08-17 13:41:07,2019-08-17 13:43:08,0,100,120,1,2019-08-17 13:43:08,NA,Male,52,0,NA,0,0,2,NA,5,4,4,3,4,4,3
vfc6ots22gijd42wuusfn86n,PJ,2019-08-17 13:42:02,2019-08-17 13:43:10,0,100,67,1,2019-08-17 13:43:10,NA,Male,27,0,NA,0,1,NA,2,4,2,3,3,1,1,1
kzca0ayvezmqxt57e44aonw7,WJ,2019-08-17 13:41:48,2019-08-17 13:43:26,0,100,97,1,2019-08-17 13:43:26,NA,Male,38,0,NA,0,1,NA,1,2,2,3,2,4,4,4
8nzbtrsj8hjnpxti5ekdqswh,WJ,2019-08-17 13:43:18,2019-08-17 13:44:26,0,100,67,1,2019-08-17 13:44:26,NA,Male,27,0,NA,0,1,NA,2,4,1,5,5,1,3,3
0dz304t6bs836m2r0rr8yguv,WJ,2019-08-17 13:43:24,2019-08-17 13:44:32,0,100,68,1,2019-08-17 13:44:32,NA,Male,51,0,NA,0,0,1,NA,5,6,6,6,6,6,6
0dt6pnybelt7c683u3rhkrz2,PJ,2019-08-17 13:43:36,2019-08-17 13:44:47,0,100,70,1,2019-08-17 13:44:47,NA,Male,32,0,NA,0,1,NA,2,2,4,4,2,3,3,3
il45s3tuhh4fy31x4p1g5pgk,PJ,2019-08-17 13:43:45,2019-08-17 13:44:54,0,100,69,1,2019-08-17 13:44:54,NA,Female,51,0,NA,0,1,NA,2,6,4,6,4,4,2,4
29pmlmh0ba930xgzo74t2lxo,PJ,2019-08-17 13:44:01,2019-08-17 13:45:00,0,100,58,1,2019-08-17 13:45:00,NA,Male,44,0,NA,0,1,NA,1,5,7,7,6,3,4,2
p7zwjsal0c07dmsfq4q8f5is,PJ,2019-08-17 13:44:08,2019-08-17 13:45:02,0,100,53,1,2019-08-17 13:45:02,NA,Female,40,0,NA,0,1,NA,2,4,4,4,3,4,4,3
hhaywx39np4bmb7xg8dpgm2a,WJ,2019-08-17 13:43:35,2019-08-17 13:45:11,0,100,96,1,2019-08-17 13:45:11,NA,male,28,0,NA,0,0,1,NA,3,5,6,3,5,3,5
qz9q3cdmeb2n3y0e1usy8r2z,PJ,2019-08-17 13:44:22,2019-08-17 13:45:18,0,100,56,1,2019-08-17 13:45:18,NA,female,49,0,NA,0,1,NA,2,2,5,6,3,4,3,3
0h0atv9od3eqolnx4f29zwiz,WJ,2019-08-17 13:44:22,2019-08-17 13:45:26,0,100,64,1,2019-08-17 13:45:27,NA,Female,26,0,NA,0,1,NA,1,2,7,3,4,7,7,4
j74z73jm13kmvmooqil0sf2j,PJ,2019-08-17 13:44:10,2019-08-17 13:45:31,0,100,81,1,2019-08-17 13:45:31,NA,Male,69,0,NA,0,0,2,NA,5,5,5,3,5,5,3
4fnbt8oc9rq0t4b2i3fh7fxf,PJ,2019-08-17 13:44:35,2019-08-17 13:45:43,0,100,67,1,2019-08-17 13:45:43,NA,Male,38,0,NA,0,1,NA,2,3,3,2,3,6,7,4
g7c9aprpjjcwoc1n1uvarumu,WJ,2019-08-17 13:44:45,2019-08-17 13:45:49,0,100,64,1,2019-08-17 13:45:50,NA,Male,61,0,NA,0,1,NA,2,2,3,4,2,3,3,2
doyo87ve949dwwvc73p7cb8m,PJ,2019-08-17 13:44:39,2019-08-17 13:45:50,0,100,71,1,2019-08-17 13:45:50,NA,Female,57,0,NA,0,1,NA,2,4,4,4,2,4,4,2
nmugza0e0mwacmi4y2rdvdee,WJ,2019-08-17 13:44:48,2019-08-17 13:45:56,0,100,67,1,2019-08-17 13:45:56,NA,Male,25,0,NA,0,1,NA,2,6,5,4,3,5,3,5
hkydxwkv832aj4ghqiozs0zk,WJ,2019-08-17 13:44:38,2019-08-17 13:45:59,0,100,80,1,2019-08-17 13:45:59,NA,female,28,0,NA,0,0,1,NA,4,4,4,2,4,2,3
xmd6zhv5m2qlw8db2retj2ul,PJ,2019-08-17 13:45:04,2019-08-17 13:46:03,0,100,58,1,2019-08-17 13:46:03,NA,Female,42,0,NA,0,1,NA,1,3,3,2,2,3,3,2
tewlpdta8v1qtb01szgudegj,PJ,2019-08-17 13:45:24,2019-08-17 13:46:14,0,100,49,1,2019-08-17 13:46:14,NA,Female,33,0,NA,0,1,NA,1,3,6,6,5,6,6,3
s4pv2n4ig2woghvhymqk0f5x,WJ,2019-08-17 13:45:39,2019-08-17 13:46:27,0,100,47,1,2019-08-17 13:46:27,NA,Male,38,0,NA,0,1,NA,2,5,3,2,2,1,4,5
38glj4t4jyp5oatf57bez8v3,PJ,2019-08-17 13:45:29,2019-08-17 13:46:32,0,100,62,1,2019-08-17 13:46:32,NA,M,34,0,NA,0,1,NA,2,4,6,6,6,4,3,2
fxuwvsithlaaed24at100spw,PJ,2019-08-17 13:45:22,2019-08-17 13:46:39,0,100,76,1,2019-08-17 13:46:39,NA,male,62,0,NA,0,1,NA,2,5,6,5,6,2,1,2
t9ljyg6cvm6h1xdn4lgrpkka,WJ,2019-08-17 13:46:10,2019-08-17 13:47:14,0,100,63,1,2019-08-17 13:47:14,NA,Male,26,0,NA,0,0,1,NA,6,4,5,4,4,4,4
egcro3ud89vx80ade3saaach,PJ,2019-08-17 13:46:02,2019-08-17 13:47:25,0,100,82,1,2019-08-17 13:47:25,NA,Male,36,0,NA,0,1,NA,2,2,5,6,2,3,3,2
d2eisfpuy9jnfhjdrplv80ov,WJ,2019-08-17 13:46:28,2019-08-17 13:47:36,0,100,68,1,2019-08-17 13:47:36,NA,Female,35,0,NA,0,1,NA,2,6,4,5,3,5,3,5
f2c0xmfmh0kjpjyvrleit290,WJ,2019-08-17 13:45:34,2019-08-17 13:47:47,0,100,132,1,2019-08-17 13:47:48,NA,Female,49,0,NA,0,0,1,NA,5,7,5,3,5,5,4
pvdpls4oh0yp30iwsturdf57,PJ,2019-08-17 13:46:53,2019-08-17 13:47:50,0,100,57,1,2019-08-17 13:47:51,NA,Female,40,0,NA,0,0,2,NA,3,6,6,5,3,2,3
4iamzgvwmtw6cacbdn0064xd,PJ,2019-08-17 13:46:29,2019-08-17 13:47:51,0,100,82,1,2019-08-17 13:47:51,NA,male,58,0,NA,0,1,NA,1,4,7,7,7,7,7,7
aq0prt5vw4qhmj1qsemfa6nk,PJ,2019-08-17 13:46:57,2019-08-17 13:48:00,0,100,62,1,2019-08-17 13:48:00,NA,Male,44,0,NA,0,1,NA,2,5,6,6,5,2,2,2
v863jgpaz4t01mpwge4x3dae,WJ,2019-08-17 13:47:09,2019-08-17 13:48:05,0,100,55,1,2019-08-17 13:48:05,NA,Female,32,0,NA,0,1,NA,1,4,2,2,2,4,4,4
trxobki7497yi5zutst0fxi5,PJ,2019-08-17 13:46:44,2019-08-17 13:48:25,0,100,101,1,2019-08-17 13:48:26,NA,Female,51,0,NA,0,1,NA,2,2,4,3,3,3,3,3
8yodyuvlupfddo4e80losyg7,PJ,2019-08-17 13:48:20,2019-08-17 13:48:54,0,100,34,1,2019-08-17 13:48:54,NA,Male,33,0,NA,0,1,NA,2,2,4,6,4,2,2,3
ghcu0tv02q8i5zd3n9b98lfj,PJ,2019-08-17 13:48:26,2019-08-17 13:49:22,0,100,56,1,2019-08-17 13:49:23,NA,FEMALE,41,0,NA,0,0,2,NA,2,4,5,3,3,5,3
nwdujh9dfqqffjsnpgicdlvp,PJ,2019-08-17 13:48:21,2019-08-17 13:49:23,0,100,62,1,2019-08-17 13:49:24,NA,Female,33,0,NA,0,0,2,NA,6,7,4,2,7,4,2
pmt4hotru8xqn0q6m4640anz,WJ,2019-08-17 13:48:18,2019-08-17 13:49:26,0,100,67,1,2019-08-17 13:49:26,NA,Male,28,0,NA,0,0,1,NA,1,3,4,2,7,7,7
lszp97dcg5lfgsq6htem506v,PJ,2019-08-17 13:48:20,2019-08-17 13:49:28,0,100,68,1,2019-08-17 13:49:29,NA,Male,54,0,NA,0,1,NA,2,5,6,6,4,6,6,4
ueyany80pm9msc87xr6p887c,PJ,2019-08-17 13:47:58,2019-08-17 13:49:38,0,100,99,1,2019-08-17 13:49:38,NA,Female,29,0,NA,0,1,NA,2,2,4,6,4,3,2,2
bwziwra7hnt0rvdl4y7qxxfh,PJ,2019-08-17 13:47:53,2019-08-17 13:49:42,0,100,109,1,2019-08-17 13:49:43,NA,Female,38,0,NA,0,1,NA,2,3,7,7,3,4,5,3
8lyqqvw9swaa4e0uvk16o9vp,PJ,2019-08-17 13:47:13,2019-08-17 13:49:43,0,100,149,1,2019-08-17 13:49:43,NA,Male,38,0,NA,0,1,NA,2,5,3,6,2,5,6,5
7mvmcridwaht8wfunvwlaw1q,WJ,2019-08-17 13:48:49,2019-08-17 13:49:58,0,100,68,1,2019-08-17 13:49:58,NA,Male,37,0,NA,0,1,NA,2,3,4,6,2,6,6,3
zyxfl7s8cgtyoucyfnknlspw,WJ,2019-08-17 13:48:20,2019-08-17 13:50:04,0,100,103,1,2019-08-17 13:50:04,NA,female,70,0,NA,0,0,2,NA,4,4,4,4,4,4,4
21sab1yi7e06rbf2hk92vn1e,WJ,2019-08-17 13:49:09,2019-08-17 13:50:15,0,100,65,1,2019-08-17 13:50:15,NA,female,48,0,NA,0,0,2,NA,4,4,7,4,4,7,4
r16n275kt728hkhoufx2zmkh,WJ,2019-08-17 13:49:25,2019-08-17 13:50:15,0,100,50,1,2019-08-17 13:50:16,NA,Female,44,0,NA,0,0,1,NA,4,4,4,3,4,4,4
zdhinnk2jotzn9ahy64qx4fh,PJ,2019-08-17 13:48:47,2019-08-17 13:50:19,0,100,91,1,2019-08-17 13:50:19,NA,Male,55,0,NA,0,1,NA,2,3,6,6,6,3,2,2
cqronfkjvxc0rod0vsxmb3mc,WJ,2019-08-17 13:49:35,2019-08-17 13:50:31,0,100,56,1,2019-08-17 13:50:32,NA,Male,32,0,NA,0,1,NA,2,2,3,3,2,4,4,4
4lpq699wr4aaiv9529rv7qwy,PJ,2019-08-17 13:49:35,2019-08-17 13:50:39,0,100,63,1,2019-08-17 13:50:39,NA,Female,52,0,NA,0,1,NA,2,2,4,3,3,4,4,3
ykyp0iwlzgfas58l1isqitje,PJ,2019-08-17 13:47:59,2019-08-17 13:50:46,0,100,167,1,2019-08-17 13:50:46,NA,Male,46,0,NA,0,1,NA,2,4,6,6,4,3,5,2
q5e46tlypkk436c2h5e9rb28,WJ,2019-08-17 13:49:44,2019-08-17 13:50:48,0,100,64,1,2019-08-17 13:50:48,NA,Male,31,0,NA,0,1,NA,1,3,4,6,4,5,5,4
ydyfnrji9t1dpxn8o3wy7u4m,PJ,2019-08-17 13:49:52,2019-08-17 13:50:51,0,100,58,1,2019-08-17 13:50:51,NA,Female,39,0,NA,0,1,NA,2,3,6,6,3,2,1,1
m9658oz0433y0dkjbvq4w8dd,WJ,2019-08-17 13:49:28,2019-08-17 13:50:53,0,100,84,1,2019-08-17 13:50:54,NA,Female,59,0,NA,0,0,2,NA,2,4,NA,NA,4,4,4
viufjhpjmao0w5adqjt0yn3l,PJ,2019-08-17 13:49:59,2019-08-17 13:50:58,0,100,59,1,2019-08-17 13:50:59,NA,Female,28,0,NA,0,1,NA,2,2,6,6,2,2,2,1
abk49i6xeysblwsb409s8dk7,PJ,2019-08-17 13:49:51,2019-08-17 13:51:08,0,100,76,1,2019-08-17 13:51:08,NA,female,40,0,NA,0,1,NA,1,4,1,1,1,4,4,4
iw8ioo16894fdjq781p8jrbi,WJ,2019-08-17 13:50:03,2019-08-17 13:51:23,0,100,79,1,2019-08-17 13:51:23,NA,male,66,0,NA,0,0,1,NA,2,2,2,1,6,5,1
60siuwh3pyewa5l4wzbsyuwn,PJ,2019-08-17 13:50:31,2019-08-17 13:51:38,0,100,66,1,2019-08-17 13:51:38,NA,Male,29,0,NA,0,1,NA,2,3,3,3,3,2,2,2
t49bk32xgs15veh80w3k58nw,WJ,2019-08-17 13:50:01,2019-08-17 13:51:54,0,100,112,1,2019-08-17 13:51:54,NA,Male,46,0,NA,0,0,1,NA,4,4,4,5,7,7,7
zzfo1zapg8ooj2f5zlu2vifz,PJ,2019-08-17 13:50:58,2019-08-17 13:51:56,0,100,57,1,2019-08-17 13:51:56,NA,Male,30,0,NA,0,1,NA,2,3,6,6,4,5,4,2
xamxm7sdci17x9jvp2iand7i,WJ,2019-08-17 13:50:50,2019-08-17 13:51:57,0,100,66,1,2019-08-17 13:51:57,NA,Male,33,0,NA,0,1,NA,1,3,3,2,2,4,3,3
h0z7hbmfkxi8xilqem6a1i8p,PJ,2019-08-17 13:49:39,2019-08-17 13:51:57,0,100,137,1,2019-08-17 13:51:57,NA,female,58,0,NA,0,1,NA,2,4,4,7,7,4,3,1
e52timqlgzt7og6wkrd17qhe,WJ,2019-08-17 13:50:45,2019-08-17 13:51:57,0,100,72,1,2019-08-17 13:51:58,NA,male,46,0,NA,0,0,1,NA,5,3,3,3,5,5,5
4b7deafqhrzdyp9q4pjg2fa6,PJ,2019-08-17 13:50:00,2019-08-17 13:52:01,0,100,121,1,2019-08-17 13:52:02,NA,Male,65,0,NA,0,0,2,NA,7,7,7,7,2,2,2
jhr42zwo9pjlejz3octdykvy,PJ,2019-08-17 13:51:35,2019-08-17 13:52:08,0,100,33,1,2019-08-17 13:52:09,NA,Female,25,0,NA,0,1,NA,2,4,2,4,2,4,3,3
5z0zz3zu5740bfkalyd0ttva,WJ,2019-08-17 13:50:01,2019-08-17 13:52:15,0,100,133,1,2019-08-17 13:52:15,NA,Female,48,0,NA,0,0,1,NA,4,4,3,2,2,3,4
wowfn760aumsfijz4boxnkry,PJ,2019-08-17 13:50:53,2019-08-17 13:52:31,0,100,97,1,2019-08-17 13:52:31,NA,female,63,0,NA,0,0,2,NA,6,6,6,6,6,3,3
zeawmp270miao4jf6ya7z0dt,PJ,2019-08-17 13:49:38,2019-08-17 13:52:32,0,100,174,1,2019-08-17 13:52:33,NA,Male,62,0,NA,0,0,2,NA,4,7,7,7,3,3,3
4ap22bdb0mdrt8yswpbwu7yz,WJ,2019-08-17 13:49:42,2019-08-17 13:52:38,0,100,175,1,2019-08-17 13:52:38,NA,Female,32,0,NA,0,0,1,NA,2,6,7,3,5,4,5
lvvnwkv1r4t1h3i07r5p1681,PJ,2019-08-17 13:51:16,2019-08-17 13:52:46,0,100,90,1,2019-08-17 13:52:47,NA,Male,48,0,NA,0,1,NA,2,4,6,6,4,6,6,4
8ho8taguuykys3874gix6vmz,PJ,2019-08-17 13:51:47,2019-08-17 13:52:52,0,100,65,1,2019-08-17 13:52:52,NA,Female,34,0,NA,0,1,NA,2,6,5,5,3,2,1,1
6mpbeo519yk5sbrm3syx0mnq,PJ,2019-08-17 13:50:37,2019-08-17 13:53:21,0,100,163,1,2019-08-17 13:53:22,NA,male,33,0,NA,0,1,NA,2,5,6,6,6,1,2,2
l4wiefl54j99txftyto9lp9d,WJ,2019-08-17 13:52:35,2019-08-17 13:53:26,0,100,51,1,2019-08-17 13:53:27,NA,female,46,0,NA,0,1,NA,1,3,5,5,4,4,6,6
ztsjvr1wj8qiuku2bvm6tvi8,PJ,2019-08-17 13:51:03,2019-08-17 13:53:32,0,100,148,1,2019-08-17 13:53:32,NA,female,35,0,NA,0,1,NA,2,2,4,4,2,4,4,2
8qwz787zvk69n21v6lwc31z7,PJ,2019-08-17 13:52:34,2019-08-17 13:54:07,0,100,92,1,2019-08-17 13:54:07,NA,Male,61,0,NA,0,1,NA,2,3,6,6,1,3,2,3
b6gjpqv5e1z0mjgrnm42dc8r,WJ,2019-08-17 13:53:15,2019-08-17 13:54:11,0,100,55,1,2019-08-17 13:54:11,NA,female,38,0,NA,0,1,NA,1,2,6,7,6,4,4,3
53qv6bw60u49bfr9drxcrmg3,PJ,2019-08-17 13:52:53,2019-08-17 13:54:18,0,100,84,1,2019-08-17 13:54:18,NA,Female,64,0,NA,0,1,NA,2,4,4,4,4,4,3,3
o4k3bclaymqyxoxwd6qe253i,WJ,2019-08-17 13:53:39,2019-08-17 13:54:23,0,100,43,1,2019-08-17 13:54:24,NA,Male,40,0,NA,0,1,NA,1,2,3,4,3,5,5,5
wjr015du4mdtkefjhsejbhzw,WJ,2019-08-17 13:53:50,2019-08-17 13:54:44,0,100,53,1,2019-08-17 13:54:45,NA,Female,33,0,NA,0,0,3,NA,2,6,6,5,6,6,5
3pgu3mntbxk62txe3lrc0m2f,PJ,2019-08-17 13:53:49,2019-08-17 13:54:45,0,100,55,1,2019-08-17 13:54:45,NA,woman,33,0,NA,0,1,NA,2,6,6,6,3,6,3,3
uny53kruioe0lehmvjoo8vzk,PJ,2019-08-17 13:52:22,2019-08-17 13:54:56,0,100,154,1,2019-08-17 13:54:57,NA,Female,29,0,NA,0,1,NA,2,2,7,7,4,6,5,4
7f881rrsjc7zh71gsl7600d6,PJ,2019-08-17 13:54:39,2019-08-17 13:55:23,0,100,43,1,2019-08-17 13:55:24,NA,Female,38,0,NA,0,1,NA,2,2,7,7,7,4,3,3
zwy4a8woic12u3ghvuyu3sw5,WJ,2019-08-17 13:54:14,2019-08-17 13:55:39,0,100,84,1,2019-08-17 13:55:39,NA,Female,34,0,NA,0,1,NA,1,2,5,5,4,5,6,4
973w22j4ttn4uj47xctco1ed,WJ,2019-08-17 13:54:58,2019-08-17 13:55:49,0,100,50,1,2019-08-17 13:55:49,NA,Male,26,0,NA,0,1,NA,2,3,3,3,3,3,2,3
solvt27suuccx3lmlifk063x,PJ,2019-08-17 13:54:48,2019-08-17 13:56:03,0,100,75,1,2019-08-17 13:56:04,NA,Female,38,0,NA,0,1,NA,2,3,6,6,4,2,1,3
04p3z4iia9v1fvx1ubvjbnfe,WJ,2019-08-17 13:55:17,2019-08-17 13:56:05,0,100,47,1,2019-08-17 13:56:06,NA,Male,45,0,NA,0,0,1,NA,7,2,3,2,4,4,5
v3iw447i5loakg2rver01uco,WJ,2019-08-17 13:54:29,2019-08-17 13:56:10,0,100,100,1,2019-08-17 13:56:10,NA,Male,33,0,NA,0,0,2,NA,3,6,6,3,6,6,3
d76uf0zamoj7ktt286zse3wy,PJ,2019-08-17 13:55:25,2019-08-17 13:56:15,0,100,49,1,2019-08-17 13:56:15,NA,Female,29,0,NA,0,1,NA,2,4,6,7,2,4,3,1
tcwl0rqqrufmot81nbz6gtcb,PJ,2019-08-17 13:55:29,2019-08-17 13:56:19,0,100,50,1,2019-08-17 13:56:20,NA,Male,36,0,NA,0,1,NA,2,3,5,4,5,3,2,2
icqcod87lo0v81smvfzkmvlg,PJ,2019-08-17 13:54:38,2019-08-17 13:56:25,0,100,106,1,2019-08-17 13:56:25,NA,m,33,0,NA,0,0,2,NA,4,7,7,7,2,2,2
0xq7gbpyef661x9j66hexdps,WJ,2019-08-17 13:54:52,2019-08-17 13:56:30,0,100,97,1,2019-08-17 13:56:30,NA,Female,53,0,NA,0,0,1,NA,4,4,4,4,4,4,4
dvaw95ccohtdsxxney2p7pv3,PJ,2019-08-17 13:54:22,2019-08-17 13:56:37,0,100,135,1,2019-08-17 13:56:37,NA,Male,47,0,NA,0,1,NA,2,2,4,4,2,4,4,2
vgpq8p788slpiznn9f00ys3b,PJ,2019-08-17 13:55:23,2019-08-17 13:56:50,0,100,87,1,2019-08-17 13:56:50,NA,Female,67,0,NA,0,0,2,NA,2,4,6,3,2,2,2
eqcsezzfqyb461thelht9t7z,PJ,2019-08-17 13:54:06,2019-08-17 13:57:02,0,100,176,1,2019-08-17 13:57:03,NA,Female,38,0,NA,0,1,NA,1,2,3,3,3,4,2,4
fy2o7awy0o01wju5ggll0qci,PJ,2019-08-17 13:55:42,2019-08-17 13:57:08,0,100,86,1,2019-08-17 13:57:08,NA,MALE,52,0,NA,0,1,NA,2,5,6,6,4,6,6,4
6nhd6ycirru5a1w7l7nefgm9,WJ,2019-08-17 13:56:09,2019-08-17 13:57:12,0,100,62,1,2019-08-17 13:57:13,NA,Male,26,0,NA,0,0,1,NA,6,7,7,7,7,7,7
gh4l54nqij3i2or25lep4ps8,PJ,2019-08-17 13:56:32,2019-08-17 13:57:26,0,100,54,1,2019-08-17 13:57:26,NA,female,49,0,NA,0,0,2,NA,4,5,6,4,1,2,1
p1q34quqxaim84c38g1drvi4,PJ,2019-08-17 13:56:17,2019-08-17 13:57:28,0,100,70,1,2019-08-17 13:57:28,NA,Female,69,0,NA,0,0,2,NA,4,4,4,4,4,4,4
zkoc2qdoxbqgsvv9ikcyuw96,PJ,2019-08-17 13:57:20,2019-08-17 13:58:02,0,100,42,1,2019-08-17 13:58:03,NA,Male,40,0,NA,0,1,NA,2,3,6,6,6,2,2,2
2atl7u2at9feedofqg0a6o68,WJ,2019-08-17 13:56:01,2019-08-17 13:58:54,0,100,173,1,2019-08-17 13:58:55,NA,female,49,0,NA,0,1,NA,1,2,4,4,3,4,4,3
vmqmbv8s3rhrkqxp0v6svqvm,PJ,2019-08-17 13:56:04,2019-08-17 13:58:58,0,100,174,1,2019-08-17 13:58:59,NA,female,45,0,NA,0,1,NA,2,1,6,6,4,6,2,5
8rb2pd3yhxg8ab13mgwj4grm,PJ,2019-08-17 13:58:20,2019-08-17 13:59:06,0,100,46,1,2019-08-17 13:59:07,NA,Female,28,0,NA,0,1,NA,2,4,2,5,4,3,3,4
41tygpb44bif0yhizuj974i4,PJ,2019-08-17 13:58:25,2019-08-17 13:59:22,0,100,56,1,2019-08-17 13:59:22,NA,Female,28,0,NA,0,1,NA,1,4,4,4,4,3,3,3
emyekdi9fzmo5piaajut6s93,PJ,2019-08-17 13:55:05,2019-08-17 13:59:35,0,100,269,1,2019-08-17 13:59:35,NA,Male,56,0,NA,0,1,NA,2,1,4,6,3,6,5,5
i4ecj4k2mbtmhi8lbulavgsj,PJ,2019-08-17 13:58:51,2019-08-17 14:00:02,0,100,71,1,2019-08-17 14:00:02,NA,Male,34,0,NA,0,1,NA,2,4,4,4,2,4,3,2
i96km4nv3riy4z4i3kweqmgk,WJ,2019-08-17 13:59:44,2019-08-17 14:00:21,0,100,36,1,2019-08-17 14:00:21,NA,Female,27,0,NA,1,0,3,NA,3,4,1,2,5,5,5
0qcyas3ya0z1r5uqxoo9dg12,PJ,2019-08-17 13:59:37,2019-08-17 14:00:21,0,100,44,1,2019-08-17 14:00:22,NA,Female,34,0,NA,0,1,NA,2,2,6,6,3,3,3,2
5s8qhid7rhq7izv14gr9i9s5,PJ,2019-08-17 13:58:51,2019-08-17 14:00:35,0,100,103,1,2019-08-17 14:00:35,NA,Male,37,0,NA,0,1,NA,2,3,5,6,3,3,3,3
l2iftqcq55ogvsulft6cnwq2,PJ,2019-08-17 14:00:11,2019-08-17 14:00:51,0,100,39,1,2019-08-17 14:00:51,NA,Male,28,0,NA,0,1,NA,1,4,3,3,4,4,4,4
6qyu9bavh8l9rk0hv45w5i0w,WJ,2019-08-17 13:58:31,2019-08-17 14:01:15,0,100,163,1,2019-08-17 14:01:15,NA,Female,40,0,NA,0,0,1,NA,4,5,4,2,4,4,2
k6ifo54yipt8d29zgkfj2ncd,WJ,2019-08-17 14:00:25,2019-08-17 14:01:23,0,100,58,1,2019-08-17 14:01:23,NA,Female,26,0,NA,0,1,NA,1,4,4,4,2,4,4,3
djunbvwppfyy6nlgazi2klv3,PJ,2019-08-17 14:00:09,2019-08-17 14:01:29,0,100,80,1,2019-08-17 14:01:30,NA,Male,47,0,NA,0,1,NA,2,3,6,4,3,4,2,5
2dkd70k6681b8lmt8bcf9o8b,PJ,2019-08-17 14:00:29,2019-08-17 14:01:35,0,100,65,1,2019-08-17 14:01:35,NA,Female,47,0,NA,0,0,2,NA,3,7,7,4,7,3,1
04u9sf5paudi1lf3tg2jkom8,WJ,2019-08-17 14:01:02,2019-08-17 14:01:49,0,100,46,1,2019-08-17 14:01:49,NA,Male,36,0,NA,0,1,NA,2,4,4,4,6,6,4,5
2us0ifd437fldapune7qy3t9,WJ,2019-08-17 14:00:50,2019-08-17 14:01:59,0,100,69,1,2019-08-17 14:01:59,NA,male,40,0,NA,0,1,NA,1,5,4,4,4,4,4,4
3ppl4tdd7ikxnxkx9uzgk4q2,WJ,2019-08-17 14:00:22,2019-08-17 14:02:19,0,100,116,1,2019-08-17 14:02:19,NA,Female,30,0,NA,0,1,NA,2,1,4,4,3,4,4,3
imt27hiwgosva6vyez98wyzp,PJ,2019-08-17 14:01:28,2019-08-17 14:02:58,0,100,90,1,2019-08-17 14:02:59,NA,male,38,0,NA,0,1,NA,2,2,5,6,4,3,5,3
8wxdm3ksgg6mryj50balfrbj,PJ,2019-08-17 14:01:55,2019-08-17 14:03:05,0,100,69,1,2019-08-17 14:03:06,NA,Male,45,1,Uk,0,1,NA,2,5,4,4,2,4,4,3
wphvmiewjyahdlfengal6zm1,WJ,2019-08-17 14:00:03,2019-08-17 14:03:11,0,100,187,1,2019-08-17 14:03:11,NA,Female,57,0,NA,0,1,NA,1,4,4,3,2,4,5,6
rcehzngmsezl22w0vd3tzgfk,PJ,2019-08-17 14:01:43,2019-08-17 14:03:21,0,100,98,1,2019-08-17 14:03:21,NA,Male,67,0,NA,0,0,2,NA,5,4,4,4,4,3,3
1kr717lzbojlr1a6ozfjxmxf,PJ,2019-08-17 14:02:22,2019-08-17 14:03:27,0,100,64,1,2019-08-17 14:03:27,NA,Female,44,0,NA,0,1,NA,2,6,6,7,6,3,3,3
969z9ol0ili3cyytx396k7gd,PJ,2019-08-17 14:02:33,2019-08-17 14:03:37,0,100,63,1,2019-08-17 14:03:37,NA,male,73,0,NA,0,0,2,NA,2,7,7,6,1,2,1
iwqjrlnvxesgshm6w78iu8eq,PJ,2019-08-17 14:02:51,2019-08-17 14:03:47,0,100,55,1,2019-08-17 14:03:48,NA,Male,56,0,NA,0,1,NA,2,5,6,5,4,3,4,4
8er4g7yd1hbme899udltk5c5,PJ,2019-08-17 14:02:29,2019-08-17 14:03:49,0,100,79,1,2019-08-17 14:03:49,NA,Female,33,0,NA,0,1,NA,2,2,7,7,6,2,2,2
o4fzlbnroowroqtqnd0r1875,PJ,2019-08-17 14:02:58,2019-08-17 14:04:06,0,100,68,1,2019-08-17 14:04:07,NA,Female,29,0,NA,0,1,NA,2,3,4,4,4,3,3,3
bwrsbrcfl5m9my4cq2lrttf8,PJ,2019-08-17 14:02:41,2019-08-17 14:04:20,0,100,98,1,2019-08-17 14:04:20,NA,Male,36,1,United Kingdom,0,1,NA,2,6,6,1,2,6,2,2
46s2enih19i61du8ey4j29rs,WJ,2019-08-17 14:02:13,2019-08-17 14:04:25,0,100,131,1,2019-08-17 14:04:25,NA,Female,59,0,NA,0,0,1,NA,4,4,4,2,5,5,5
6l0v1wj7slmjk4tfls3gyt7n,PJ,2019-08-17 14:03:18,2019-08-17 14:04:28,0,100,70,1,2019-08-17 14:04:29,NA,Female,29,0,NA,0,1,NA,2,1,2,2,2,3,3,3
rlh2no5dwjbmcucwgderkkfb,PJ,2019-08-17 14:04:00,2019-08-17 14:05:12,0,100,71,1,2019-08-17 14:05:12,NA,female,64,0,NA,0,0,2,NA,3,7,7,6,1,1,1
oz91e7lw4olkdgu76sl3nzv4,WJ,2019-08-17 14:03:49,2019-08-17 14:05:34,0,100,105,1,2019-08-17 14:05:34,NA,Female,43,0,NA,0,0,2,NA,4,3,3,2,4,4,3
