id,participant_ideology,participant_gender,protesters_cause,action,response,action_text,exclude
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,5,1,attend or organise a protest march,FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,7,0,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,10,0,join or form a group of activists,FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,11,1,refuse to accept honors or awards in protest,FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,13,1,refuse to work (strike),FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,15,1,donate to activist groups,FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,16,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,18,0,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,19,0,enter and refuse to leave a building (occupation),FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,20,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,21,0,"disrupt traffic (e.g., blocking roads)",FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,22,1,"refuse to pay fees, fines, or taxes in protest",FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,23,0,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,24,0,spray paint political messages in public places,FALSE
8phnxtqku4vsqv0nabthee76,Conservative,Woman,For,25,0,attend a protest march even though it might turn violent,FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,1,1,attend a protest march even though it might be unlawful,FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,2,1,"hand out flyers, leaflets, or pamphlets",FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,3,1,make a public speech,FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,4,1,hold meetings to influence the public,FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,5,1,attend or organise a protest march,FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,7,0,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,10,1,join or form a group of activists,FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,11,1,refuse to accept honors or awards in protest,FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,13,1,refuse to work (strike),FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,15,1,donate to activist groups,FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,16,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,18,0,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,19,0,enter and refuse to leave a building (occupation),FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,20,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,21,0,"disrupt traffic (e.g., blocking roads)",FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,22,0,"refuse to pay fees, fines, or taxes in protest",FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,23,1,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,24,0,spray paint political messages in public places,FALSE
8pwicjtzf931zlgf6tji6k7a,Liberal,Man,Against,25,0,attend a protest march even though it might turn violent,FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,1,0,attend a protest march even though it might be unlawful,FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,2,1,"hand out flyers, leaflets, or pamphlets",FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,3,1,make a public speech,FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,4,1,hold meetings to influence the public,FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,5,1,attend or organise a protest march,FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,7,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,10,1,join or form a group of activists,FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,11,1,refuse to accept honors or awards in protest,FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,13,1,refuse to work (strike),FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,15,1,donate to activist groups,FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,16,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,18,0,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,19,1,enter and refuse to leave a building (occupation),FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,20,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,21,0,"disrupt traffic (e.g., blocking roads)",FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,22,0,"refuse to pay fees, fines, or taxes in protest",FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,23,0,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,24,0,spray paint political messages in public places,FALSE
8qwz787zvk69n21v6lwc31z7,Liberal,Sex and gender diverse,Against,25,0,attend a protest march even though it might turn violent,FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,1,1,attend a protest march even though it might be unlawful,FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,2,1,"hand out flyers, leaflets, or pamphlets",FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,3,1,make a public speech,FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,4,1,hold meetings to influence the public,FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,5,1,attend or organise a protest march,FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,7,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,10,1,join or form a group of activists,FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,11,1,refuse to accept honors or awards in protest,FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,13,1,refuse to work (strike),FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,15,1,donate to activist groups,FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,16,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,18,1,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,19,1,enter and refuse to leave a building (occupation),FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,20,1,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,21,1,"disrupt traffic (e.g., blocking roads)",FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,22,1,"refuse to pay fees, fines, or taxes in protest",FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,23,1,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,24,1,spray paint political messages in public places,FALSE
8rb2pd3yhxg8ab13mgwj4grm,Liberal,Woman,For,25,1,attend a protest march even though it might turn violent,FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,1,1,attend a protest march even though it might be unlawful,FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,2,1,"hand out flyers, leaflets, or pamphlets",FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,3,1,make a public speech,FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,4,1,hold meetings to influence the public,FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,5,1,attend or organise a protest march,FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,7,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,10,1,join or form a group of activists,FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,11,0,refuse to accept honors or awards in protest,FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,13,0,refuse to work (strike),FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,15,1,donate to activist groups,FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,16,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,18,0,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,19,0,enter and refuse to leave a building (occupation),FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,20,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,21,0,"disrupt traffic (e.g., blocking roads)",FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,22,0,"refuse to pay fees, fines, or taxes in protest",FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,23,0,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,24,0,spray paint political messages in public places,FALSE
8sq926p9ht6c07i4mlkp2bja,Conservative,Woman,Against,25,0,attend a protest march even though it might turn violent,FALSE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,1,0,attend a protest march even though it might be unlawful,TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,2,1,"hand out flyers, leaflets, or pamphlets",TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,3,1,make a public speech,TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,4,1,hold meetings to influence the public,TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,5,1,attend or organise a protest march,TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,7,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,9,1,paste up posters with political messages in places where it is allowed and encouraged,TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,10,1,join or form a group of activists,TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,11,1,refuse to accept honors or awards in protest,TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,13,0,refuse to work (strike),TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,15,1,donate to activist groups,TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,16,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,18,1,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,19,0,enter and refuse to leave a building (occupation),TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,20,1,paste up posters with political messages in places where it is not allowed or encouraged,TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,21,0,"disrupt traffic (e.g., blocking roads)",TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,22,0,"refuse to pay fees, fines, or taxes in protest",TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,23,0,mock or insult individuals who are [against/for] restricting or banning abortion,TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,24,0,spray paint political messages in public places,TRUE
8v3io4dorwq6aw4exi2li5i8,Conservative,Man,For,25,0,attend a protest march even though it might turn violent,TRUE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,1,0,attend a protest march even though it might be unlawful,FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,2,1,"hand out flyers, leaflets, or pamphlets",FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,3,1,make a public speech,FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,4,1,hold meetings to influence the public,FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,5,1,attend or organise a protest march,FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,7,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,10,1,join or form a group of activists,FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,11,1,refuse to accept honors or awards in protest,FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,13,1,refuse to work (strike),FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,15,1,donate to activist groups,FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,16,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,18,0,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,19,0,enter and refuse to leave a building (occupation),FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,20,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,21,0,"disrupt traffic (e.g., blocking roads)",FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,22,0,"refuse to pay fees, fines, or taxes in protest",FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,23,0,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,24,0,spray paint political messages in public places,FALSE
8vd4i214cs39k6pcjuoj9lck,Conservative,Man,For,25,0,attend a protest march even though it might turn violent,FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,1,0,attend a protest march even though it might be unlawful,FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,2,1,"hand out flyers, leaflets, or pamphlets",FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,3,1,make a public speech,FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,4,1,hold meetings to influence the public,FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,5,1,attend or organise a protest march,FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,7,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,10,1,join or form a group of activists,FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,11,1,refuse to accept honors or awards in protest,FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,13,1,refuse to work (strike),FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,15,1,donate to activist groups,FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,16,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,18,1,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,19,0,enter and refuse to leave a building (occupation),FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,20,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,21,0,"disrupt traffic (e.g., blocking roads)",FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,22,0,"refuse to pay fees, fines, or taxes in protest",FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,23,0,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,24,0,spray paint political messages in public places,FALSE
8wxdm3ksgg6mryj50balfrbj,Liberal,Woman,Against,25,0,attend a protest march even though it might turn violent,FALSE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,1,1,attend a protest march even though it might be unlawful,TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,2,1,"hand out flyers, leaflets, or pamphlets",TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,3,1,make a public speech,TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,4,1,hold meetings to influence the public,TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,5,1,attend or organise a protest march,TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,7,0,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,9,1,paste up posters with political messages in places where it is allowed and encouraged,TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,10,0,join or form a group of activists,TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,11,1,refuse to accept honors or awards in protest,TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,13,0,refuse to work (strike),TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,15,1,donate to activist groups,TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,16,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,18,1,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,19,0,enter and refuse to leave a building (occupation),TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,20,1,paste up posters with political messages in places where it is not allowed or encouraged,TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,21,0,"disrupt traffic (e.g., blocking roads)",TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,22,0,"refuse to pay fees, fines, or taxes in protest",TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,23,0,mock or insult individuals who are [against/for] restricting or banning abortion,TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,24,0,spray paint political messages in public places,TRUE
8yodyuvlupfddo4e80losyg7,Liberal,Man,For,25,1,attend a protest march even though it might turn violent,TRUE
8yu3bi637c5bwybe9v4glghj,Liberal,Man,Against,1,1,attend a protest march even though it might be unlawful,FALSE
8yu3bi637c5bwybe9v4glghj,Liberal,Man,Against,2,1,"hand out flyers, leaflets, or pamphlets",FALSE
8yu3bi637c5bwybe9v4glghj,Liberal,Man,Against,3,1,make a public speech,FALSE
8yu3bi637c5bwybe9v4glghj,Liberal,Man,Against,4,1,hold meetings to influence the public,FALSE
8yu3bi637c5bwybe9v4glghj,Liberal,Man,Against,5,1,attend or organise a protest march,FALSE
8yu3bi637c5bwybe9v4glghj,Liberal,Man,Against,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
