id,sample,target,q6,q7,q8,q9,q10,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q11_8,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q12_7,q12_8,attention_check,exclude
8cw02qmxuf8f66tp9ecytnfz,WJ,PJ,4,1,4,4,1,3,2,5,5,3,3,5,7,3,1,5,2,3,1,7,2,NA,TRUE
fy2o7awy0o01wju5ggll0qci,PJ,WJ,6,2,3,2,1,5,4,7,7,6,4,5,6,3,2,7,2,3,5,6,5,NA,TRUE
5s8qhid7rhq7izv14gr9i9s5,PJ,WJ,7,1,2,3,3,1,1,7,6,2,1,7,7,1,1,6,3,3,1,3,1,Working class people who have skilled or unskilled jobs,FALSE
6l0v1wj7slmjk4tfls3gyt7n,PJ,PJ,7,7,7,7,3,2,2,6,5,2,3,6,6,2,1,6,1,2,1,3,3,Professionals,FALSE
41spj8s29tg5uoclrlx7239j,WJ,WJ,7,7,7,7,2,2,4,7,7,1,7,7,7,4,3,7,6,1,2,5,2,Middle class,TRUE
7kvzt2bjmpip3rj19rvm335q,WJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
38glj4t4jyp5oatf57bez8v3,PJ,WJ,4,5,5,4,2,3,2,6,7,2,3,5,5,3,2,5,1,3,4,5,3,NA,TRUE
2wnb5mszdjppgk3ku8kdtljo,WJ,PJ,7,4,5,5,1,3,3,6,7,7,4,6,7,2,2,6,2,3,5,6,3,Professional,FALSE
nnm7t89s1iw63e8t4oi68ar9,PJ,PJ,5,5,6,6,1,1,1,7,7,1,1,7,7,4,4,4,5,5,5,6,4,professional people and those in administrative jobs,FALSE
4fnbt8oc9rq0t4b2i3fh7fxf,PJ,WJ,5,5,4,5,2,5,1,5,6,4,3,7,7,3,2,5,3,5,2,4,5,Working class people,FALSE
uubdxerjyjh3nv6q6mhf0v4w,WJ,PJ,5,2,3,2,1,2,1,7,6,2,5,7,7,5,1,4,3,5,1,5,2,professional workers,FALSE
uxslhhyzgz7ou3evk77rzp77,PJ,PJ,6,6,6,7,1,2,5,3,5,5,5,5,5,3,3,4,5,5,3,5,3,Proffessionals,FALSE
dz6hu5iuxz6kplj2b7icws8f,WJ,WJ,7,7,7,7,2,4,5,7,7,2,2,5,7,5,2,6,1,2,4,5,2,Skilled Semi skilled and unskilled workers,FALSE
1m6frjxrofqf7wrhmuan374v,PJ,PJ,7,7,7,7,1,1,1,6,5,4,5,3,7,5,6,5,3,3,3,4,2,professionals,FALSE
b6gjpqv5e1z0mjgrnm42dc8r,WJ,WJ,7,7,7,3,1,5,5,4,7,4,3,6,6,3,2,5,3,5,3,4,4,working classes,FALSE
vmqmbv8s3rhrkqxp0v6svqvm,PJ,WJ,7,3,3,6,2,2,1,7,7,1,1,7,7,3,1,5,4,5,3,3,2,I cant write here,TRUE
p9dzag93uwi0mlb56p1frvnu,PJ,WJ,5,2,2,2,1,2,1,6,7,2,2,6,7,3,2,5,5,5,5,5,3,Working class,FALSE
wgthuw0jw8i48nkonj4l2xd0,WJ,WJ,7,7,7,7,2,2,2,6,6,4,2,4,7,3,2,5,4,2,4,6,2,Working class,FALSE
kzca0ayvezmqxt57e44aonw7,WJ,PJ,4,4,5,4,2,3,1,6,6,3,2,6,6,3,2,6,4,3,2,5,5,NA,TRUE
rcehzngmsezl22w0vd3tzgfk,PJ,PJ,5,6,6,7,1,2,2,6,6,2,2,6,6,5,5,3,3,4,2,5,3,Professional employees with degrees,FALSE
91altq7apu0dptxewxnc47s3,WJ,WJ,4,4,4,6,1,1,1,7,7,7,4,7,7,5,4,4,4,4,4,5,3,working class,FALSE
2hh4kvc7dyu61418fbeyqp0g,WJ,WJ,7,7,7,6,1,2,1,7,6,4,3,6,7,5,4,6,4,5,4,6,3,Working class,FALSE
n0ktnj239lce3xg1vlpo4cw8,PJ,PJ,7,7,7,7,4,5,4,3,5,4,3,4,4,3,1,7,1,3,1,7,4,Professionals,FALSE
16q24q0h7ryseacrxzvw1zn0,WJ,PJ,4,3,3,4,1,3,1,7,7,2,2,5,6,3,3,5,4,4,5,6,3,Working class,TRUE
ta17rvf8rr00qmnzlsxebbrn,WJ,WJ,7,7,7,7,2,2,1,6,6,2,2,7,7,5,4,5,6,4,3,5,3,Working class people,FALSE
qpz7770qbi0qfumk9f4d0afc,WJ,PJ,6,1,1,1,1,2,2,6,6,2,2,6,6,2,2,7,5,2,1,7,1,professional people,FALSE
f7e2m994sxv2vg4qny3h7aua,WJ,PJ,6,3,3,5,2,3,5,4,6,2,2,6,6,3,3,5,3,3,3,5,3,professionals,FALSE
094k8qixj49yhbxp84poolww,WJ,WJ,5,2,2,4,1,6,2,3,6,4,3,5,6,2,3,4,5,4,5,5,3,working class people,FALSE
qt55jbj4u8s9vap669ar88xe,PJ,WJ,7,3,1,4,2,1,1,7,7,3,3,7,7,2,2,2,3,3,2,5,1,Working class people with a working class job,FALSE
qx0ud3p560ztxg7t2p2bshm5,PJ,PJ,5,6,5,5,1,6,5,6,2,5,4,5,4,3,3,3,2,4,4,3,3,professionals,FALSE
whp1o6ile87iqzansc99manu,PJ,WJ,2,2,2,4,1,5,1,3,5,6,6,5,6,4,4,2,5,5,5,1,5,working class unskilled people,FALSE
5gbbfcfdcrrl46yg73ggqvzd,WJ,PJ,4,3,3,2,1,5,2,5,7,4,5,4,7,2,1,7,5,5,2,6,3,General public,TRUE
j78ixcljw5rsoewpfupyoq7t,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
e1ty2u02jqb5c3n2r9t7m3ge,WJ,WJ,7,6,7,7,3,1,1,7,7,2,3,6,7,2,1,6,1,1,1,7,1,working class people,FALSE
z17uw10x439jnuqoof6jpsur,PJ,PJ,7,7,7,7,3,1,1,7,7,1,1,7,7,3,4,3,4,4,3,4,2,People in professional jobs,FALSE
ji17uet9xo3trsnzgl2ojtwi,WJ,PJ,7,7,7,7,1,3,3,4,7,4,4,4,5,2,1,5,3,2,2,5,4,professionals,FALSE
6aa4fa8mqm44tzws1c68ea5z,PJ,WJ,6,4,5,6,1,5,3,3,6,5,5,5,5,5,3,3,5,5,6,3,5,Working class people,FALSE
khw13t0wozgpna24qar1pkd6,WJ,PJ,7,1,1,7,1,4,4,7,7,4,5,5,7,1,1,7,1,2,1,7,1,management positions or higher placed employees,FALSE
b8287uspovr6cngodlplf31c,PJ,PJ,5,5,5,5,1,5,2,4,4,5,2,5,5,6,5,5,6,5,3,5,3,Middle class,FALSE
c6pnuztdc3ae9bkcjqk4pbrv,WJ,WJ,7,7,7,7,1,4,5,7,7,3,3,7,7,3,2,5,4,5,3,5,4,Working class,FALSE
x6s4fw9q635ni8nz1um7d3bi,WJ,PJ,7,7,7,7,2,2,1,3,6,2,2,6,7,1,1,5,5,5,1,5,3,People in professional jobs such as administrative or managerial or those jobs where a degree is required,FALSE
41vxspwdgl36xveb0rwxv1ie,WJ,WJ,6,6,6,5,2,4,3,5,7,2,1,5,6,2,1,4,2,5,2,7,2,working class people,FALSE
0a332phpeeq6tp7391d402ls,WJ,PJ,4,5,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
jv987qqmw3iqpeioyxod0aqi,WJ,WJ,7,7,7,7,2,2,5,6,5,5,6,5,5,2,1,7,2,2,6,7,4,working class,FALSE
55og5gvb1ny0gfema8o1qw5y,WJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
aymbf1gl87rb01lzr4vzblgm,PJ,PJ,6,1,2,6,2,5,5,1,7,1,1,7,7,6,6,2,7,6,6,2,4,PROFESSIONALS,FALSE
2m5gy6oy6n64t0yi2pg0lf2m,WJ,PJ,3,1,3,4,1,4,2,6,4,4,4,4,7,2,2,5,2,2,2,6,2,Proffessional people,FALSE
sf2rr33meetv7aeu4e8yed5d,WJ,PJ,5,1,1,4,1,4,2,7,6,6,3,6,6,3,3,4,4,4,2,7,3,People with degrees,FALSE
gr66d95dj7qxeqifu18vxqmy,WJ,WJ,7,1,7,7,3,2,1,7,7,3,2,6,7,4,5,3,6,6,5,3,5,Working class,FALSE
8g3irbkfl81sdy92oz18ldj5,WJ,PJ,5,1,1,6,2,5,3,6,5,3,2,6,6,1,2,7,5,2,2,5,2,non proffessionals,FALSE
0nv0b4k9qgm1wu078gsnjvte,WJ,WJ,6,7,7,7,1,6,1,7,7,4,4,5,7,3,2,6,2,4,3,6,2,Working class people,FALSE
wst08koegu8isbbi4azo0jlm,WJ,WJ,7,6,6,7,3,2,2,7,7,6,2,5,6,1,1,7,5,2,1,7,1,working class,FALSE
aa6ojiok9lbm8hdeezun8eid,WJ,PJ,6,1,3,7,1,3,2,6,6,4,3,5,7,3,3,5,5,4,3,5,3,skilled professional workers that could have a degree,FALSE
aua8cxotfdwrbmh9ysmfmwsc,WJ,PJ,5,5,4,5,4,1,1,7,7,2,5,7,7,2,2,5,1,3,3,1,2,Low income,TRUE
ebaklivqxcpdftbuv9arkcz8,WJ,WJ,7,7,7,7,1,1,1,7,7,1,1,7,7,1,1,7,3,3,1,5,2,Working class,FALSE
nz5zg821ad8zmt47lq2m0z91,WJ,WJ,7,6,7,7,2,5,2,7,7,2,3,6,7,2,1,6,2,2,2,7,2,working class people,FALSE
yiweq1zsk8mxz7rwbjeyqxqx,WJ,PJ,4,5,4,5,1,5,5,4,5,4,4,4,5,5,5,4,5,5,5,4,4,not sure,TRUE
13yi1fscyjb8zgf7j0pjswe2,WJ,PJ,5,3,3,3,1,4,2,6,7,5,3,4,5,3,4,5,5,5,5,6,3,Office and administrative workers,FALSE
rntkyn6r2wa0lxaezfm1y81y,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
uny53kruioe0lehmvjoo8vzk,PJ,WJ,6,4,4,4,1,1,1,7,7,1,1,7,7,5,5,4,2,5,2,2,2,NA,TRUE
